tpep_pickup_date,hour_pickup,count,day_of_week,month_bin,pickup_bin
2022-04-05,18,9221,1,1,2
2022-04-05,19,7396,1,1,3
2022-04-05,20,7117,1,1,3
2022-04-05,21,6365,1,1,3
2022-04-05,22,5731,1,1,3
2022-04-05,23,3071,1,1,3
2022-04-06,0,1984,2,1,0
2022-04-06,1,884,2,1,0
2022-04-06,2,434,2,1,0
2022-04-06,3,222,2,1,0
2022-04-06,4,308,2,1,0
2022-04-06,5,723,2,1,0
2022-04-06,6,2292,2,1,0
2022-04-06,7,4601,2,1,1
2022-04-06,8,5940,2,1,1
2022-04-06,9,6141,2,1,1
2022-04-06,10,6269,2,1,1
2022-04-06,11,6300,2,1,1
2022-04-06,12,6660,2,1,1
2022-04-06,13,6997,2,1,2
2022-04-06,14,7501,2,1,2
2022-04-06,15,7763,2,1,2
2022-04-06,16,7664,2,1,2
2022-04-06,17,8808,2,1,2
2022-04-06,18,9410,2,1,2
2022-04-06,19,7564,2,1,3
2022-04-06,20,7261,2,1,3
2022-04-06,21,6675,2,1,3
2022-04-06,22,6038,2,1,3
2022-04-06,23,3582,2,1,3
2022-04-07,0,2486,3,1,0
2022-04-07,1,1264,3,1,0
2022-04-07,2,609,3,1,0
2022-04-07,3,339,3,1,0
2022-04-07,4,384,3,1,0
2022-04-07,5,705,3,1,0
2022-04-07,6,2094,3,1,0
2022-04-07,7,4379,3,1,1
2022-04-07,8,5575,3,1,1
2022-04-07,9,6069,3,1,1
2022-04-07,10,6195,3,1,1
2022-04-07,11,6840,3,1,1
2022-04-07,12,7948,3,1,1
2022-04-07,13,7343,3,1,2
2022-04-07,14,7695,3,1,2
2022-04-07,15,8085,3,1,2
2022-04-07,16,7846,3,1,2
2022-04-07,17,8460,3,1,2
2022-04-07,18,8996,3,1,2
2022-04-07,19,7572,3,1,3
2022-04-07,20,7447,3,1,3
2022-04-07,21,6894,3,1,3
2022-04-07,22,6312,3,1,3
2022-04-07,23,3955,3,1,3
2022-04-08,0,3125,4,1,0
2022-04-08,1,2099,4,1,0
2022-04-08,2,1264,4,1,0
2022-04-08,3,710,4,1,0
2022-04-08,4,583,4,1,0
2022-04-08,5,810,4,1,0
2022-04-08,6,1972,4,1,0
2022-04-08,7,3792,4,1,1
2022-04-08,8,5022,4,1,1
2022-04-08,9,5619,4,1,1
2022-04-08,10,5966,4,1,1
2022-04-08,11,6415,4,1,1
2022-04-08,12,6740,4,1,1
2022-04-08,13,6567,4,1,2
2022-04-08,14,7275,4,1,2
2022-04-08,15,7266,4,1,2
2022-04-08,16,7028,4,1,2
2022-04-08,17,8295,4,1,2
2022-04-08,18,9285,4,1,2
2022-04-08,19,8690,4,1,3
2022-04-08,20,7863,4,1,3
2022-04-08,21,7009,4,1,3
2022-04-08,22,7373,4,1,3
2022-04-08,23,5204,4,1,3
2022-04-09,0,5450,5,1,0
2022-04-09,1,4484,5,1,0
2022-04-09,2,3363,5,1,0
2022-04-09,3,2038,5,1,0
2022-04-09,4,1133,5,1,0
2022-04-09,5,646,5,1,0
2022-04-09,6,963,5,1,0
2022-04-09,7,1566,5,1,1
2022-04-09,8,2566,5,1,1
2022-04-09,9,4117,5,1,1
2022-04-09,10,5805,5,1,1
2022-04-09,11,6502,5,1,1
2022-04-09,12,7235,5,1,1
2022-04-09,13,7273,5,1,2
2022-04-09,14,7222,5,1,2
2022-04-09,15,7103,5,1,2
2022-04-09,16,7369,5,1,2
2022-04-09,17,8418,5,1,2
2022-04-09,18,8586,5,1,2
2022-04-09,19,7404,5,1,3
2022-04-09,20,7738,5,1,3
2022-04-09,21,7086,5,1,3
2022-04-09,22,7077,5,1,3
2022-04-09,23,5022,5,1,3
2022-04-10,0,5709,6,1,0
2022-04-10,1,4584,6,1,0
2022-04-10,2,3526,6,1,0
2022-04-10,3,2279,6,1,0
2022-04-10,4,1234,6,1,0
2022-04-10,5,644,6,1,0
2022-04-10,6,984,6,1,0
2022-04-10,7,1719,6,1,1
2022-04-10,8,2309,6,1,1
2022-04-10,9,3888,6,1,1
2022-04-10,10,5344,6,1,1
2022-04-10,11,6413,6,1,1
2022-04-10,12,7136,6,1,1
2022-04-10,13,7274,6,1,2
2022-04-10,14,7527,6,1,2
2022-04-10,15,7173,6,1,2
2022-04-10,16,6795,6,1,2
2022-04-10,17,6819,6,1,2
2022-04-10,18,6527,6,1,2
2022-04-10,19,5361,6,1,3
2022-04-10,20,5033,6,1,3
2022-04-10,21,4679,6,1,3
2022-04-10,22,3695,6,1,3
2022-04-10,23,1974,6,1,3
2022-04-11,0,1543,0,1,0
2022-04-11,1,717,0,1,0
2022-04-11,2,355,0,1,0
2022-04-11,3,235,0,1,0
2022-04-11,4,461,0,1,0
2022-04-11,5,725,0,1,0
2022-04-11,6,1952,0,1,0
2022-04-11,7,3992,0,1,1
2022-04-11,8,5102,0,1,1
2022-04-11,9,5321,0,1,1
2022-04-11,10,5492,0,1,1
2022-04-11,11,5665,0,1,1
2022-04-11,12,6215,0,1,1
2022-04-11,13,6173,0,1,2
2022-04-11,14,6711,0,1,2
2022-04-11,15,6898,0,1,2
2022-04-11,16,6909,0,1,2
2022-04-11,17,7860,0,1,2
2022-04-11,18,8110,0,1,2
2022-04-11,19,6566,0,1,3
2022-04-11,20,5968,0,1,3
2022-04-11,21,5406,0,1,3
2022-04-11,22,4397,0,1,3
2022-04-11,23,2445,0,1,3
2022-04-12,0,1578,1,1,0
2022-04-12,1,700,1,1,0
2022-04-12,2,345,1,1,0
2022-04-12,3,206,1,1,0
2022-04-12,4,314,1,1,0
2022-04-12,5,670,1,1,0
2022-04-12,6,2147,1,1,0
2022-04-12,7,4420,1,1,1
2022-04-12,8,5840,1,1,1
2022-04-12,9,6428,1,1,1
2022-04-12,10,6535,1,1,1
2022-04-12,11,6345,1,1,1
2022-04-12,12,6800,1,1,1
2022-04-12,13,6726,1,1,2
2022-04-12,14,7487,1,1,2
2022-04-12,15,7427,1,1,2
2022-04-12,16,6744,1,1,2
2022-04-12,17,6759,1,1,2
2022-04-12,18,6945,1,1,2
2022-04-12,19,6548,1,1,3
2022-04-12,20,6935,1,1,3
2022-04-12,22,5647,1,1,3
2022-04-12,23,3529,1,1,3
2022-04-13,0,2186,2,1,0
2022-04-13,1,1015,2,1,0
2022-04-13,3,277,2,1,0
2022-04-13,4,389,2,1,0
2022-04-13,5,696,2,1,0
2022-04-13,6,2203,2,1,0
2022-04-13,7,4386,2,1,1
2022-04-13,8,5317,2,1,1
2022-04-13,9,5569,2,1,1
2022-04-13,10,5799,2,1,1
2022-04-13,11,6398,2,1,1
2022-04-13,12,6816,2,1,1
2022-04-13,13,6813,2,1,2
2022-04-13,14,7131,2,1,2
2022-04-13,15,7336,2,1,2
2022-04-13,16,7164,2,1,2
2022-04-13,17,8128,2,1,2
2022-04-13,18,8806,2,1,2
2022-04-13,19,7654,2,1,3
2022-04-13,20,7334,2,1,3
2022-04-13,21,6847,2,1,3
2022-04-13,22,5898,2,1,3
2022-04-13,23,3757,2,1,3
2022-04-14,0,2595,3,1,0
2022-04-14,1,1312,3,1,0
2022-04-14,2,678,3,1,0
2022-04-14,3,400,3,1,0
2022-04-14,4,453,3,1,0
2022-04-14,5,761,3,1,0
2022-04-14,6,2095,3,1,0
2022-04-14,7,4136,3,1,1
2022-04-14,8,5450,3,1,1
2022-04-14,9,5794,3,1,1
2022-04-14,10,6275,3,1,1
2022-04-14,11,6737,3,1,1
2022-04-14,12,7110,3,1,1
2022-04-14,13,7434,3,1,2
2022-04-14,14,7843,3,1,2
2022-04-14,15,7658,3,1,2
2022-04-14,16,7463,3,1,2
2022-04-14,17,8559,3,1,2
2022-04-14,18,8901,3,1,2
2022-04-14,19,7858,3,1,3
2022-04-14,20,7111,3,1,3
2022-04-14,21,6736,3,1,3
2022-04-14,22,6459,3,1,3
2022-04-14,23,4254,3,1,3
2022-04-15,0,3861,4,1,0
2022-04-15,1,2489,4,1,0
2022-04-15,2,1361,4,1,0
2022-04-15,3,760,4,1,0
2022-04-15,4,658,4,1,0
2022-04-15,5,774,4,1,0
2022-04-15,6,1445,4,1,0
2022-04-15,7,2454,4,1,1
2022-04-15,8,3619,4,1,1
2022-04-15,9,4846,4,1,1
2022-04-15,10,5798,4,1,1
2022-04-15,11,6285,4,1,1
2022-04-15,12,6681,4,1,1
2022-04-15,13,6219,4,1,2
2022-04-15,14,7027,4,1,2
2022-04-15,15,7157,4,1,2
2022-04-15,16,7252,4,1,2
2022-04-15,17,8131,4,1,2
2022-04-15,18,8689,4,1,2
2022-04-15,19,7853,4,1,3
2022-04-15,20,6794,4,1,3
2022-04-15,21,6640,4,1,3
2022-04-15,22,6805,4,1,3
2022-04-15,23,4903,4,1,3
2022-04-16,0,4970,5,1,0
2022-04-16,1,3678,5,1,0
2022-04-16,2,2903,5,1,0
2022-04-16,3,1757,5,1,0
2022-04-16,4,1032,5,1,0
2022-04-16,5,582,5,1,0
2022-04-16,6,877,5,1,0
2022-04-16,7,1248,5,1,1
2022-04-16,8,2084,5,1,1
2022-04-16,9,3462,5,1,1
2022-04-16,10,4715,5,1,1
2022-04-16,11,5748,5,1,1
2022-04-16,12,6460,5,1,1
2022-04-16,13,6713,5,1,2
2022-04-16,14,6649,5,1,2
2022-04-16,15,7163,5,1,2
2022-04-16,16,6857,5,1,2
2022-04-16,17,7374,5,1,2
2022-04-16,18,7486,5,1,2
2022-04-16,19,6715,5,1,3
2022-04-16,20,6879,5,1,3
2022-04-16,21,7034,5,1,3
2022-04-16,22,6471,5,1,3
2022-04-16,23,4362,5,1,3
2022-04-17,0,4153,6,1,0
2022-04-17,1,3251,6,1,0
2022-04-17,2,2422,6,1,0
2022-04-17,3,1530,6,1,0
2022-04-17,4,986,6,1,0
2022-04-17,5,554,6,1,0
2022-04-17,6,830,6,1,0
2022-04-17,7,1304,6,1,1
2022-04-17,8,1996,6,1,1
2022-04-17,9,3384,6,1,1
2022-04-17,10,4663,6,1,1
2022-04-17,11,5555,6,1,1
2022-04-17,12,6444,6,1,1
2022-04-17,13,6662,6,1,2
2022-04-17,14,6694,6,1,2
2022-04-17,15,6345,6,1,2
2022-04-17,16,6246,6,1,2
2022-04-17,17,5995,6,1,2
2022-04-17,18,5879,6,1,2
2022-04-17,19,4861,6,1,3
2022-04-17,20,5031,6,1,3
2022-04-17,21,4767,6,1,3
2022-04-17,22,3799,6,1,3
2022-04-17,23,2044,6,1,3
2022-04-18,0,1310,0,1,0
2022-04-18,1,590,0,1,0
2022-04-18,2,349,0,1,0
2022-04-18,3,284,0,1,0
2022-04-18,4,379,0,1,0
2022-04-18,5,699,0,1,0
2022-04-18,6,1832,0,1,0
2022-04-18,7,3483,0,1,1
2022-04-18,8,4634,0,1,1
2022-04-18,9,4992,0,1,1
2022-04-18,10,5439,0,1,1
2022-04-18,11,5526,0,1,1
2022-04-18,12,6180,0,1,1
2022-04-18,13,6454,0,1,2
2022-04-18,14,6684,0,1,2
2022-04-18,15,7316,0,1,2
2022-04-18,16,6935,0,1,2
2022-04-18,17,7551,0,1,2
2022-04-18,18,7663,0,1,2
2022-04-18,19,6531,0,1,3
2022-04-18,20,5437,0,1,3
2022-04-18,21,4792,0,1,3
2022-04-18,22,4234,0,1,3
2022-04-18,23,2235,0,1,3
2022-04-19,0,1535,1,1,0
2022-04-19,1,592,1,1,0
2022-04-19,2,326,1,1,0
2022-04-19,3,155,1,1,0
2022-04-19,4,271,1,1,0
2022-04-19,5,677,1,1,0
2022-04-19,6,2169,1,1,0
2022-04-19,7,4050,1,1,1
2022-04-19,8,5411,1,1,1
2022-04-19,9,5748,1,1,1
2022-04-19,10,6050,1,1,1
2022-04-19,11,6355,1,1,1
2022-04-19,12,6862,1,1,1
2022-04-19,13,6860,1,1,2
2022-04-19,14,7276,1,1,2
2022-04-19,15,7631,1,1,2
2022-04-19,16,7595,1,1,2
2022-04-19,17,8295,1,1,2
2022-04-19,18,9107,1,1,2
2022-04-19,19,7348,1,1,3
2022-04-19,20,6821,1,1,3
2022-04-19,21,6580,1,1,3
2022-04-19,22,5823,1,1,3
2022-04-19,23,3336,1,1,3
2022-04-20,0,2125,2,1,0
2022-04-20,1,946,2,1,0
2022-04-20,2,455,2,1,0
2022-04-20,3,245,2,1,0
2022-04-20,4,314,2,1,0
2022-04-20,5,668,2,1,0
2022-04-20,6,2033,2,1,0
2022-04-20,7,4179,2,1,1
2022-04-20,8,5413,2,1,1
2022-04-20,9,5820,2,1,1
2022-04-20,10,6062,2,1,1
2022-04-20,11,6396,2,1,1
2022-04-20,12,6767,2,1,1
2022-04-20,13,6806,2,1,2
2022-04-20,14,7300,2,1,2
2022-04-20,15,7239,2,1,2
2022-04-20,16,7216,2,1,2
2022-04-20,17,8321,2,1,2
2022-04-20,18,8873,2,1,2
2022-04-20,19,7840,2,1,3
2022-04-20,20,7254,2,1,3
2022-04-20,21,6989,2,1,3
2022-04-20,22,6163,2,1,3
2022-04-20,23,3655,2,1,3
2022-04-21,0,3015,3,1,0
2022-04-21,1,1445,3,1,0
2022-04-21,2,726,3,1,0
2022-04-21,3,396,3,1,0
2022-04-21,4,439,3,1,0
2022-04-21,5,719,3,1,0
2022-04-21,6,2110,3,1,0
2022-04-21,7,4068,3,1,1
2022-04-21,8,5333,3,1,1
2022-04-21,9,5728,3,1,1
2022-04-21,10,6102,3,1,1
2022-04-21,11,6487,3,1,1
2022-04-21,12,7059,3,1,1
2022-04-21,13,7111,3,1,2
2022-04-21,14,7853,3,1,2
2022-04-21,15,7964,3,1,2
2022-04-21,16,8052,3,1,2
2022-04-21,17,8843,3,1,2
2022-04-21,18,9297,3,1,2
2022-04-21,19,7594,3,1,3
2022-04-21,20,7090,3,1,3
2022-04-21,21,7028,3,1,3
2022-04-21,22,6423,3,1,3
2022-04-21,23,4180,3,1,3
2022-04-22,0,3567,4,1,0
2022-04-22,1,2182,4,1,0
2022-04-22,2,1267,4,1,0
2022-04-22,3,711,4,1,0
2022-04-22,4,584,4,1,0
2022-04-22,5,730,4,1,0
2022-04-22,6,1900,4,1,0
2022-04-22,7,3438,4,1,1
2022-04-22,8,4776,4,1,1
2022-04-22,9,5253,4,1,1
2022-04-22,10,5630,4,1,1
2022-04-22,11,6131,4,1,1
2022-04-22,12,6475,4,1,1
2022-04-22,13,6320,4,1,2
2022-04-22,14,7370,4,1,2
2022-04-22,15,7784,4,1,2
2022-04-22,16,7817,4,1,2
2022-04-22,17,8881,4,1,2
2022-04-22,18,9143,4,1,2
2022-04-22,19,8390,4,1,3
2022-04-22,20,7372,4,1,3
2022-04-22,21,7171,4,1,3
2022-04-22,22,7528,4,1,3
2022-04-22,23,5254,4,1,3
2022-04-23,0,5533,5,1,0
2022-04-23,1,4450,5,1,0
2022-04-23,2,3257,5,1,0
2022-04-23,3,1996,5,1,0
2022-04-23,4,1102,5,1,0
2022-04-23,5,664,5,1,0
2022-04-23,6,1066,5,1,0
2022-04-23,7,1645,5,1,1
2022-04-23,8,2674,5,1,1
2022-04-23,9,4426,5,1,1
2022-04-23,10,5592,5,1,1
2022-04-23,11,6395,5,1,1
2022-04-23,12,6858,5,1,1
2022-04-23,13,6898,5,1,2
2022-04-23,14,6811,5,1,2
2022-04-23,15,6875,5,1,2
2022-04-23,16,7311,5,1,2
2022-04-23,17,8031,5,1,2
2022-04-23,18,8412,5,1,2
2022-04-23,19,7368,5,1,3
2022-04-23,20,6934,5,1,3
2022-04-23,21,6508,5,1,3
2022-04-23,22,6666,5,1,3
2022-04-23,23,4664,5,1,3
2022-04-24,0,5302,6,1,0
2022-04-24,1,4373,6,1,0
2022-04-24,2,3174,6,1,0
2022-04-24,3,1924,6,1,0
2022-04-24,4,1181,6,1,0
2022-04-24,5,906,6,1,0
2022-04-24,6,1115,6,1,0
2022-04-24,7,1667,6,1,1
2022-04-24,8,2426,6,1,1
2022-04-24,9,3593,6,1,1
2022-04-24,10,4899,6,1,1
2022-04-24,11,5763,6,1,1
2022-04-24,12,6237,6,1,1
2022-04-24,13,6185,6,1,2
2022-04-24,14,6426,6,1,2
2022-04-24,15,6457,6,1,2
2022-04-24,16,6694,6,1,2
2022-04-24,17,6731,6,1,2
2022-04-24,18,6600,6,1,2
2022-04-24,19,5413,6,1,3
2022-04-24,20,5079,6,1,3
2022-04-24,21,4700,6,1,3
2022-04-24,22,3814,6,1,3
2022-04-24,23,1982,6,1,3
2022-04-25,0,1387,0,1,0
2022-04-25,1,700,0,1,0
2022-04-25,2,369,0,1,0
2022-04-25,3,231,0,1,0
2022-04-25,4,410,0,1,0
2022-04-25,5,771,0,1,0
2022-04-25,6,2117,0,1,0
2022-04-25,7,4047,0,1,1
2022-04-25,8,5369,0,1,1
2022-04-25,9,5388,0,1,1
2022-04-25,10,5391,0,1,1
2022-04-25,11,5551,0,1,1
2022-04-25,12,6169,0,1,1
2022-04-25,13,6320,0,1,2
2022-04-25,14,6870,0,1,2
2022-04-25,16,6727,0,1,2
2022-04-25,17,7604,0,1,2
2022-04-25,18,8098,0,1,2
2022-04-25,19,6278,0,1,3
2022-04-25,20,5727,0,1,3
2022-04-25,21,5501,0,1,3
2022-04-25,22,4512,0,1,3
2022-04-25,23,2245,0,1,3
2022-04-26,0,1557,1,1,0
2022-04-26,1,687,1,1,0
2022-04-26,2,359,1,1,0
2022-04-26,3,226,1,1,0
2022-04-26,4,283,1,1,0
2022-04-26,5,672,1,1,0
2022-04-26,6,2265,1,1,0
2022-04-26,7,4434,1,1,1
2022-04-26,8,5846,1,1,1
2022-04-26,9,6053,1,1,1
2022-04-26,10,5906,1,1,1
2022-04-26,11,6168,1,1,1
2022-04-26,12,6651,1,1,1
2022-04-26,13,6678,1,1,2
2022-04-26,14,7312,1,1,2
2022-04-26,15,7505,1,1,2
2022-04-26,16,7358,1,1,2
2022-04-26,17,8763,1,1,2
2022-04-26,18,9721,1,1,2
2022-04-26,20,6786,1,1,3
2022-04-26,21,6570,1,1,3
2022-04-26,22,5664,1,1,3
2022-04-26,23,3196,1,1,3
2022-04-27,0,2180,2,1,0
2022-04-27,1,894,2,1,0
2022-04-27,2,416,2,1,0
2022-04-27,3,239,2,1,0
2022-04-27,4,334,2,1,0
2022-04-27,5,772,2,1,0
2022-04-27,6,2284,2,1,0
2022-04-27,7,4446,2,1,1
2022-04-27,8,5733,2,1,1
2022-04-27,9,5937,2,1,1
2022-04-27,10,6092,2,1,1
2022-04-27,11,6614,2,1,1
2022-04-27,12,6915,2,1,1
2022-04-27,13,7083,2,1,2
2022-04-27,14,7465,2,1,2
2022-04-27,15,7726,2,1,2
2022-04-27,16,7584,2,1,2
2022-04-27,17,8622,2,1,2
2022-04-27,18,9745,2,1,2
2022-04-27,19,8330,2,1,3
2022-04-27,20,7478,2,1,3
2022-04-27,21,7342,2,1,3
2022-04-27,22,6397,2,1,3
2022-04-27,23,3864,2,1,3
2022-04-28,0,2759,3,1,0
2022-04-28,1,1327,3,1,0
2022-04-28,2,659,3,1,0
2022-04-28,3,365,3,1,0
2022-04-28,4,454,3,1,0
2022-04-28,5,809,3,1,0
2022-04-28,6,2359,3,1,0
2022-04-28,7,4538,3,1,1
2022-04-28,8,5503,3,1,1
2022-04-28,9,5910,3,1,1
2022-04-28,10,6015,3,1,1
2022-04-28,11,6397,3,1,1
2022-04-28,12,6901,3,1,1
2022-04-28,13,6894,3,1,2
2022-04-28,14,7443,3,1,2
2022-04-28,15,7648,3,1,2
2022-04-28,16,7360,3,1,2
2022-04-28,17,8253,3,1,2
2022-04-28,18,9099,3,1,2
2022-04-28,19,7941,3,1,3
2022-04-28,20,7485,3,1,3
2022-04-28,21,7481,3,1,3
2022-04-28,22,6891,3,1,3
2022-04-28,23,4319,3,1,3
2022-04-29,0,3536,4,1,0
2022-04-29,2,1196,4,1,0
2022-04-29,3,670,4,1,0
2022-04-29,4,639,4,1,0
2022-04-29,5,819,4,1,0
2022-04-29,6,2157,4,1,0
2022-04-29,7,4002,4,1,1
2022-04-29,8,5137,4,1,1
2022-04-29,9,5413,4,1,1
2022-04-29,10,5885,4,1,1
2022-04-29,11,6240,4,1,1
2022-04-29,12,6342,4,1,1
2022-04-29,13,6092,4,1,2
2022-04-29,14,6893,4,1,2
2022-04-29,15,7051,4,1,2
2022-04-29,16,6972,4,1,2
2022-04-29,17,8214,4,1,2
2022-04-29,18,9284,4,1,2
2022-04-29,19,8686,4,1,3
2022-04-29,20,7330,4,1,3
2022-04-29,21,7354,4,1,3
2022-04-29,22,7329,4,1,3
2022-04-29,23,5164,4,1,3
2022-04-30,0,5357,5,1,0
2022-04-30,1,4169,5,1,0
2022-04-30,2,3052,5,1,0
2022-04-30,3,1788,5,1,0
2022-04-30,4,1057,5,1,0
2022-04-30,5,611,5,1,0
2022-04-30,6,1115,5,1,0
2022-04-30,7,1673,5,1,1
2022-04-30,8,2657,5,1,1
2022-04-30,9,4023,5,1,1
2022-04-30,10,5381,5,1,1
2022-04-30,11,6489,5,1,1
2022-04-30,12,7297,5,1,1
2022-04-30,13,7448,5,1,2
2022-04-30,14,7439,5,1,2
2022-04-30,15,7622,5,1,2
2022-04-30,16,7658,5,1,2
2022-04-30,17,8358,5,1,2
2022-04-30,18,8673,5,1,2
2022-04-30,19,7603,5,1,3
2022-04-30,20,6952,5,1,3
2022-04-30,21,6978,5,1,3
2022-04-30,22,7044,5,1,3
2022-04-30,23,4885,5,1,3
2022-05-01,0,5568,6,0,0
2022-05-01,1,4428,6,0,0
2022-05-01,2,3217,6,0,0
2022-05-01,3,1981,6,0,0
2022-05-01,4,1190,6,0,0
2022-05-01,5,758,6,0,0
2022-05-01,6,1058,6,0,0
2022-05-01,7,1599,6,0,1
2022-05-01,8,2395,6,0,1
2022-05-01,9,3317,6,0,1
2022-05-01,10,4242,6,0,1
2022-05-01,11,4541,6,0,1
2022-05-01,12,4880,6,0,1
2022-05-01,13,5210,6,0,2
2022-05-01,14,5835,6,0,2
2022-05-01,15,6117,6,0,2
2022-05-01,16,6570,6,0,2
2022-05-01,17,6837,6,0,2
2022-05-01,18,6764,6,0,2
2022-05-01,19,5506,6,0,3
2022-05-01,20,4952,6,0,3
2022-05-01,21,4713,6,0,3
2022-05-01,22,4153,6,0,3
2022-05-01,23,2233,6,0,3
2022-05-02,0,1739,0,0,0
2022-05-02,1,882,0,0,0
2022-05-02,2,463,0,0,0
2022-05-02,3,320,0,0,0
2022-05-02,4,389,0,0,0
2022-05-02,5,741,0,0,0
2022-05-02,6,1966,0,0,0
2022-05-02,7,3122,0,0,1
2022-05-02,8,3981,0,0,1
2022-05-02,9,4590,0,0,1
2022-05-02,10,4979,0,0,1
2022-05-02,11,5460,0,0,1
2022-05-02,12,5601,0,0,1
2022-05-02,13,5716,0,0,2
2022-05-02,14,5957,0,0,2
2022-05-02,15,6139,0,0,2
2022-05-02,16,6192,0,0,2
2022-05-02,17,6674,0,0,2
2022-05-02,18,7020,0,0,2
2022-05-02,19,6154,0,0,3
2022-05-02,20,5134,0,0,3
2022-05-02,21,4682,0,0,3
2022-05-02,22,3831,0,0,3
2022-05-02,23,2177,0,0,3
2022-05-03,0,1739,1,0,0
2022-05-03,1,925,1,0,0
2022-05-03,2,391,1,0,0
2022-05-03,3,254,1,0,0
2022-05-03,4,274,1,0,0
2022-05-03,5,694,1,0,0
2022-05-03,6,2133,1,0,0
2022-05-03,7,4204,1,0,1
2022-05-03,8,5366,1,0,1
2022-05-03,9,5616,1,0,1
2022-05-03,10,5746,1,0,1
2022-05-03,11,6220,1,0,1
2022-05-03,12,6634,1,0,1
2022-05-03,13,6717,1,0,2
2022-05-03,14,7321,1,0,2
2022-05-03,15,7649,1,0,2
2022-05-03,16,7815,1,0,2
2022-05-03,17,8779,1,0,2
2022-05-03,18,9093,1,0,2
2022-05-03,20,6954,1,0,3
2022-05-03,21,6586,1,0,3
2022-05-03,22,5628,1,0,3
2022-05-03,23,3480,1,0,3
2022-05-04,0,2563,2,0,0
2022-05-04,1,1038,2,0,0
2022-05-04,2,472,2,0,0
2022-05-04,3,291,2,0,0
2022-05-04,4,321,2,0,0
2022-05-04,5,770,2,0,0
2022-05-04,6,2513,2,0,0
2022-05-04,7,4565,2,0,1
2022-05-04,8,5640,2,0,1
2022-05-04,9,6009,2,0,1
2022-05-04,10,5847,2,0,1
2022-05-04,11,6340,2,0,1
2022-05-04,12,6731,2,0,1
2022-05-04,13,6720,2,0,2
2022-05-04,14,7399,2,0,2
2022-05-04,15,7654,2,0,2
2022-05-04,16,7639,2,0,2
2022-05-04,17,8834,2,0,2
2022-05-04,18,9362,2,0,2
2022-05-04,19,8184,2,0,3
2022-05-04,20,7110,2,0,3
2022-05-04,21,7032,2,0,3
2022-05-04,22,6120,2,0,3
2022-05-04,23,3949,2,0,3
2022-05-05,0,2614,3,0,0
2022-05-05,1,1292,3,0,0
2022-05-05,2,696,3,0,0
2022-05-05,3,375,3,0,0
2022-05-05,4,373,3,0,0
2022-05-05,5,803,3,0,0
2022-05-05,6,2268,3,0,0
2022-05-05,7,4437,3,0,1
2022-05-05,8,5450,3,0,1
2022-05-05,9,5698,3,0,1
2022-05-05,10,6008,3,0,1
2022-05-05,11,6465,3,0,1
2022-05-05,12,6808,3,0,1
2022-05-05,13,7186,3,0,2
2022-05-05,14,7675,3,0,2
2022-05-05,15,7718,3,0,2
2022-05-05,16,7617,3,0,2
2022-05-05,17,8542,3,0,2
2022-05-05,18,9774,3,0,2
2022-05-05,19,8703,3,0,3
2022-05-05,20,7855,3,0,3
2022-05-05,21,7658,3,0,3
2022-05-05,22,7200,3,0,3
2022-05-05,23,4745,3,0,3
2022-05-06,0,4492,4,0,0
2022-05-06,1,2763,4,0,0
2022-05-06,2,1661,4,0,0
2022-05-06,3,926,4,0,0
2022-05-06,4,714,4,0,0
2022-05-06,5,881,4,0,0
2022-05-06,6,2176,4,0,0
2022-05-06,7,4201,4,0,1
2022-05-06,8,5314,4,0,1
2022-05-06,9,5712,4,0,1
2022-05-06,10,5760,4,0,1
2022-05-06,11,6242,4,0,1
2022-05-06,12,6532,4,0,1
2022-05-06,13,6342,4,0,2
2022-05-06,14,7077,4,0,2
2022-05-06,15,6758,4,0,2
2022-05-06,16,6462,4,0,2
2022-05-06,17,7496,4,0,2
2022-05-06,18,8650,4,0,2
2022-05-06,19,8846,4,0,3
2022-05-06,20,6801,4,0,3
2022-05-06,21,6196,4,0,3
2022-05-06,22,6653,4,0,3
2022-05-06,23,4524,4,0,3
2022-05-07,0,4608,5,0,0
2022-05-07,1,3422,5,0,0
2022-05-07,2,2555,5,0,0
2022-05-07,3,1559,5,0,0
2022-05-07,4,839,5,0,0
2022-05-07,5,501,5,0,0
2022-05-07,6,1029,5,0,0
2022-05-07,7,1588,5,0,1
2022-05-07,8,2538,5,0,1
2022-05-07,9,4114,5,0,1
2022-05-07,10,5705,5,0,1
2022-05-07,11,7295,5,0,1
2022-05-07,12,7865,5,0,1
2022-05-07,13,7207,5,0,2
2022-05-07,14,6848,5,0,2
2022-05-07,15,7058,5,0,2
2022-05-07,16,7193,5,0,2
2022-05-07,17,7669,5,0,2
2022-05-07,18,7410,5,0,2
2022-05-07,19,7544,5,0,3
2022-05-07,20,5746,5,0,3
2022-05-07,21,5520,5,0,3
2022-05-07,22,6044,5,0,3
2022-05-07,23,4453,5,0,3
2022-05-08,0,4792,6,0,0
2022-05-08,1,3791,6,0,0
2022-05-08,2,2748,6,0,0
2022-05-08,3,1921,6,0,0
2022-05-08,4,1055,6,0,0
2022-05-08,5,569,6,0,0
2022-05-08,6,897,6,0,0
2022-05-08,7,1394,6,0,1
2022-05-08,8,2288,6,0,1
2022-05-08,9,3536,6,0,1
2022-05-08,10,5077,6,0,1
2022-05-08,11,6338,6,0,1
2022-05-08,12,6945,6,0,1
2022-05-08,13,6707,6,0,2
