tpep_pickup_date,hour_pickup,count
2022-04-09,21,7086
2022-04-09,22,7077
2022-04-09,23,5022
2022-04-10,0,5709
2022-04-10,1,4584
2022-04-10,2,3526
2022-04-10,3,2279
2022-04-10,4,1234
2022-04-10,5,644
2022-04-10,6,984
2022-04-10,7,1719
2022-04-10,8,2309
2022-04-10,9,3888
2022-04-10,10,5344
2022-04-10,11,6413
2022-04-10,12,7136
2022-04-10,13,7274
2022-04-10,14,7527
2022-04-10,15,7173
2022-04-10,16,6795
2022-04-10,17,6819
2022-04-10,18,6527
2022-04-10,19,5361
2022-04-10,20,5033
2022-04-10,21,4679
2022-04-10,22,3695
2022-04-10,23,1974
2022-04-11,0,1543
2022-04-11,1,717
2022-04-11,2,355
2022-04-11,3,235
2022-04-11,4,461
2022-04-11,5,725
2022-04-11,6,1952
2022-04-11,7,3992
2022-04-11,8,5102
2022-04-11,9,5321
2022-04-11,10,5492
2022-04-11,11,5665
2022-04-11,12,6215
2022-04-11,13,6173
2022-04-11,14,6711
2022-04-11,15,6898
2022-04-11,16,6909
2022-04-11,17,7860
2022-04-11,18,8110
2022-04-11,19,6566
2022-04-11,20,5968
2022-04-11,21,5406
2022-04-11,22,4397
2022-04-11,23,2445
2022-04-12,0,1578
2022-04-12,1,700
2022-04-12,2,345
2022-04-12,3,206
2022-04-12,4,314
2022-04-12,5,670
2022-04-12,6,2147
2022-04-12,7,4420
2022-04-12,8,5840
2022-04-12,9,6428
2022-04-12,10,6535
2022-04-12,11,6345
2022-04-12,12,6800
2022-04-12,13,6726
2022-04-12,14,7487
2022-04-12,15,7427
2022-04-12,16,6744
2022-04-12,17,6759
2022-04-12,18,6945
2022-04-12,19,6548
2022-04-12,20,6935
2022-04-12,22,5647
2022-04-12,23,3529
2022-04-13,0,2186
2022-04-13,1,1015
2022-04-13,3,277
2022-04-13,4,389
2022-04-13,5,696
2022-04-13,6,2203
2022-04-13,7,4386
2022-04-13,8,5317
2022-04-13,9,5569
2022-04-13,10,5799
2022-04-13,11,6398
2022-04-13,12,6816
2022-04-13,13,6813
2022-04-13,14,7131
2022-04-13,15,7336
2022-04-13,16,7164
2022-04-13,17,8128
2022-04-13,18,8806
2022-04-13,19,7654
2022-04-13,20,7334
2022-04-13,21,6847
2022-04-13,22,5898
2022-04-13,23,3757
2022-04-14,0,2595
2022-04-14,1,1312
2022-04-14,2,678
2022-04-14,3,400
2022-04-14,4,453
2022-04-14,5,761
2022-04-14,6,2095
2022-04-14,7,4136
2022-04-14,8,5450
2022-04-14,9,5794
2022-04-14,10,6275
2022-04-14,11,6737
2022-04-14,12,7110
2022-04-14,13,7434
2022-04-14,14,7843
2022-04-14,15,7658
2022-04-14,16,7463
2022-04-14,17,8559
2022-04-14,18,8901
2022-04-14,19,7858
2022-04-14,20,7111
2022-04-14,21,6736
2022-04-14,22,6459
2022-04-14,23,4254
2022-04-15,0,3861
2022-04-15,1,2489
2022-04-15,2,1361
2022-04-15,3,760
2022-04-15,4,658
2022-04-15,5,774
2022-04-15,6,1445
2022-04-15,7,2454
2022-04-15,8,3619
2022-04-15,9,4846
2022-04-15,10,5798
2022-04-15,11,6285
2022-04-15,12,6681
2022-04-15,13,6219
2022-04-15,14,7027
2022-04-15,15,7157
2022-04-15,16,7252
2022-04-15,17,8131
2022-04-15,18,8689
2022-04-15,19,7853
2022-04-15,20,6794
2022-04-15,21,6640
2022-04-15,22,6805
2022-04-15,23,4903
2022-04-16,0,4970
2022-04-16,1,3678
2022-04-16,2,2903
2022-04-16,3,1757
2022-04-16,4,1032
2022-04-16,5,582
2022-04-16,6,877
2022-04-16,7,1248
2022-04-16,8,2084
2022-04-16,9,3462
2022-04-16,10,4715
2022-04-16,11,5748
2022-04-16,12,6460
2022-04-16,13,6713
2022-04-16,14,6649
2022-04-16,15,7163
2022-04-16,16,6857
2022-04-16,17,7374
2022-04-16,18,7486
2022-04-16,19,6715
2022-04-16,20,6879
2022-04-16,21,7034
2022-04-16,22,6471
2022-04-16,23,4362
2022-04-17,0,4153
2022-04-17,1,3251
2022-04-17,2,2422
2022-04-17,3,1530
2022-04-17,4,986
2022-04-17,5,554
2022-04-17,6,830
2022-04-17,7,1304
2022-04-17,8,1996
2022-04-17,9,3384
2022-04-17,10,4663
2022-04-17,11,5555
2022-04-17,12,6444
2022-04-17,13,6662
2022-04-17,14,6694
2022-04-17,15,6345
2022-04-17,16,6246
2022-04-17,17,5995
2022-04-17,18,5879
2022-04-17,19,4861
2022-04-17,20,5031
2022-04-17,21,4767
2022-04-17,22,3799
2022-04-17,23,2044
2022-04-18,0,1310
2022-04-18,1,590
2022-04-18,2,349
2022-04-18,3,284
2022-04-18,4,379
2022-04-18,5,699
2022-04-18,6,1832
2022-04-18,7,3483
2022-04-18,8,4634
2022-04-18,9,4992
2022-04-18,10,5439
2022-04-18,11,5526
2022-04-18,12,6180
2022-04-18,13,6454
2022-04-18,14,6684
2022-04-18,15,7316
2022-04-18,16,6935
2022-04-18,17,7551
2022-04-18,18,7663
2022-04-18,19,6531
2022-04-18,20,5437
2022-04-18,21,4792
2022-04-18,22,4234
2022-04-18,23,2235
2022-04-19,0,1535
2022-04-19,1,592
2022-04-19,2,326
2022-04-19,3,155
2022-04-19,4,271
2022-04-19,5,677
2022-04-19,6,2169
2022-04-19,7,4050
2022-04-19,8,5411
2022-04-19,9,5748
2022-04-19,10,6050
2022-04-19,11,6355
2022-04-19,12,6862
2022-04-19,13,6860
2022-04-19,14,7276
2022-04-19,15,7631
2022-04-19,16,7595
2022-04-19,17,8295
2022-04-19,18,9107
2022-04-19,19,7348
2022-04-19,20,6821
2022-04-19,21,6580
2022-04-19,22,5823
2022-04-19,23,3336
2022-04-20,0,2125
2022-04-20,1,946
2022-04-20,2,455
2022-04-20,3,245
2022-04-20,4,314
2022-04-20,5,668
2022-04-20,6,2033
2022-04-20,7,4179
2022-04-20,8,5413
2022-04-20,9,5820
2022-04-20,10,6062
2022-04-20,11,6396
2022-04-20,12,6767
2022-04-20,13,6806
2022-04-20,14,7300
2022-04-20,15,7239
2022-04-20,16,7216
2022-04-20,17,8321
2022-04-20,18,8873
2022-04-20,19,7840
2022-04-20,20,7254
2022-04-20,21,6989
2022-04-20,22,6163
2022-04-20,23,3655
2022-04-21,0,3015
2022-04-21,1,1445
2022-04-21,2,726
2022-04-21,3,396
2022-04-21,4,439
2022-04-21,5,719
2022-04-21,6,2110
2022-04-21,7,4068
2022-04-21,8,5333
2022-04-21,9,5728
2022-04-21,10,6102
2022-04-21,11,6487
2022-04-21,12,7059
2022-04-21,13,7111
2022-04-21,14,7853
2022-04-21,15,7964
2022-04-21,16,8052
2022-04-21,17,8843
2022-04-21,18,9297
2022-04-21,19,7594
2022-04-21,20,7090
2022-04-21,21,7028
2022-04-21,22,6423
2022-04-21,23,4180
2022-04-22,0,3567
2022-04-22,1,2182
2022-04-22,2,1267
2022-04-22,3,711
2022-04-22,4,584
2022-04-22,5,730
2022-04-22,6,1900
2022-04-22,7,3438
2022-04-22,8,4776
2022-04-22,9,5253
2022-04-22,10,5630
2022-04-22,11,6131
2022-04-22,12,6475
2022-04-22,13,6320
2022-04-22,14,7370
2022-04-22,15,7784
2022-04-22,16,7817
2022-04-22,17,8881
2022-04-22,18,9143
2022-04-22,19,8390
2022-04-22,20,7372
2022-04-22,21,7171
2022-04-22,22,7528
2022-04-22,23,5254
2022-04-23,0,5533
2022-04-23,1,4450
2022-04-23,2,3257
2022-04-23,3,1996
2022-04-23,4,1102
2022-04-23,5,664
2022-04-23,6,1066
2022-04-23,7,1645
2022-04-23,8,2674
2022-04-23,9,4426
2022-04-23,10,5592
2022-04-23,11,6395
2022-04-23,12,6858
2022-04-23,13,6898
2022-04-23,14,6811
2022-04-23,15,6875
2022-04-23,16,7311
2022-04-23,17,8031
2022-04-23,18,8412
2022-04-23,19,7368
2022-04-23,20,6934
2022-04-23,21,6508
2022-04-23,22,6666
2022-04-23,23,4664
2022-04-24,0,5302
2022-04-24,1,4373
2022-04-24,2,3174
2022-04-24,3,1924
2022-04-24,4,1181
2022-04-24,5,906
2022-04-24,6,1115
2022-04-24,7,1667
2022-04-24,8,2426
2022-04-24,9,3593
2022-04-24,10,4899
2022-04-24,11,5763
2022-04-24,12,6237
2022-04-24,13,6185
2022-04-24,14,6426
2022-04-24,15,6457
2022-04-24,16,6694
2022-04-24,17,6731
2022-04-24,18,6600
2022-04-24,19,5413
2022-04-24,20,5079
2022-04-24,21,4700
2022-04-24,22,3814
2022-04-24,23,1982
2022-04-25,0,1387
2022-04-25,1,700
2022-04-25,2,369
2022-04-25,3,231
2022-04-25,4,410
2022-04-25,5,771
2022-04-25,6,2117
2022-04-25,7,4047
2022-04-25,8,5369
2022-04-25,9,5388
2022-04-25,10,5391
2022-04-25,11,5551
2022-04-25,12,6169
2022-04-25,13,6320
2022-04-25,14,6870
2022-04-25,16,6727
2022-04-25,17,7604
2022-04-25,18,8098
2022-04-25,19,6278
2022-04-25,20,5727
2022-04-25,21,5501
2022-04-25,22,4512
2022-04-25,23,2245
2022-04-26,0,1557
2022-04-26,1,687
2022-04-26,2,359
2022-04-26,3,226
2022-04-26,4,283
2022-04-26,5,672
2022-04-26,6,2265
2022-04-26,7,4434
2022-04-26,8,5846
2022-04-26,9,6053
2022-04-26,10,5906
2022-04-26,11,6168
2022-04-26,12,6651
2022-04-26,13,6678
2022-04-26,14,7312
2022-04-26,15,7505
2022-04-26,16,7358
2022-04-26,17,8763
2022-04-26,18,9721
2022-04-26,20,6786
2022-04-26,21,6570
2022-04-26,22,5664
2022-04-26,23,3196
2022-04-27,0,2180
2022-04-27,1,894
2022-04-27,2,416
2022-04-27,3,239
2022-04-27,4,334
2022-04-27,5,772
2022-04-27,6,2284
2022-04-27,7,4446
2022-04-27,8,5733
2022-04-27,9,5937
2022-04-27,10,6092
2022-04-27,11,6614
2022-04-27,12,6915
2022-04-27,13,7083
2022-04-27,14,7465
2022-04-27,15,7726
2022-04-27,16,7584
2022-04-27,17,8622
2022-04-27,18,9745
2022-04-27,19,8330
2022-04-27,20,7478
2022-04-27,21,7342
2022-04-27,22,6397
2022-04-27,23,3864
2022-04-28,0,2759
2022-04-28,1,1327
2022-04-28,2,659
2022-04-28,3,365
2022-04-28,4,454
2022-04-28,5,809
2022-04-28,6,2359
2022-04-28,7,4538
2022-04-28,8,5503
2022-04-28,9,5910
2022-04-28,10,6015
2022-04-28,11,6397
2022-04-28,12,6901
2022-04-28,13,6894
2022-04-28,14,7443
2022-04-28,15,7648
2022-04-28,16,7360
2022-04-28,17,8253
2022-04-28,18,9099
2022-04-28,19,7941
2022-04-28,20,7485
2022-04-28,21,7481
2022-04-28,22,6891
2022-04-28,23,4319
2022-04-29,0,3536
2022-04-29,2,1196
2022-04-29,3,670
2022-04-29,4,639
2022-04-29,5,819
2022-04-29,6,2157
2022-04-29,7,4002
2022-04-29,8,5137
2022-04-29,9,5413
2022-04-29,10,5885
2022-04-29,11,6240
2022-04-29,12,6342
2022-04-29,13,6092
2022-04-29,14,6893
2022-04-29,15,7051
2022-04-29,16,6972
2022-04-29,17,8214
2022-04-29,18,9284
2022-04-29,19,8686
2022-04-29,20,7330
2022-04-29,21,7354
2022-04-29,22,7329
2022-04-29,23,5164
2022-04-30,0,5357
2022-04-30,1,4169
2022-04-30,2,3052
2022-04-30,3,1788
2022-04-30,4,1057
2022-04-30,5,611
2022-04-30,6,1115
2022-04-30,7,1673
2022-04-30,8,2657
2022-04-30,9,4023
2022-04-30,10,5381
2022-04-30,11,6489
2022-04-30,12,7297
2022-04-30,13,7448
2022-04-30,14,7439
2022-04-30,15,7622
2022-04-30,16,7658
2022-04-30,17,8358
2022-04-30,18,8673
2022-04-30,19,7603
2022-04-30,20,6952
2022-04-30,21,6978
2022-04-30,22,7044
2022-04-30,23,4885
2022-05-01,0,5568
2022-05-01,1,4428
2022-05-01,2,3217
2022-05-01,3,1981
2022-05-01,4,1190
2022-05-01,5,758
2022-05-01,6,1058
2022-05-01,7,1599
2022-05-01,8,2395
2022-05-01,9,3317
2022-05-01,10,4242
2022-05-01,11,4541
2022-05-01,12,4880
2022-05-01,13,5210
2022-05-01,14,5835
2022-05-01,15,6117
2022-05-01,16,6570
2022-05-01,17,6837
2022-05-01,18,6764
2022-05-01,19,5506
2022-05-01,20,4952
2022-05-01,21,4713
2022-05-01,22,4153
2022-05-01,23,2233
2022-05-02,0,1739
2022-05-02,1,882
2022-05-02,2,463
2022-05-02,3,320
2022-05-02,4,389
2022-05-02,5,741
2022-05-02,6,1966
2022-05-02,7,3122
2022-05-02,8,3981
2022-05-02,9,4590
2022-05-02,10,4979
2022-05-02,11,5460
2022-05-02,12,5601
2022-05-02,13,5716
2022-05-02,14,5957
2022-05-02,15,6139
2022-05-02,16,6192
2022-05-02,17,6674
2022-05-02,18,7020
2022-05-02,19,6154
2022-05-02,20,5134
2022-05-02,21,4682
2022-05-02,22,3831
2022-05-02,23,2177
2022-05-03,0,1739
2022-05-03,1,925
2022-05-03,2,391
2022-05-03,3,254
2022-05-03,4,274
2022-05-03,5,694
2022-05-03,6,2133
2022-05-03,7,4204
2022-05-03,8,5366
2022-05-03,9,5616
2022-05-03,10,5746
2022-05-03,11,6220
2022-05-03,12,6634
2022-05-03,13,6717
2022-05-03,14,7321
2022-05-03,15,7649
2022-05-03,16,7815
2022-05-03,17,8779
2022-05-03,18,9093
2022-05-03,20,6954
2022-05-03,21,6586
2022-05-03,22,5628
2022-05-03,23,3480
2022-05-04,0,2563
2022-05-04,1,1038
2022-05-04,2,472
2022-05-04,3,291
2022-05-04,4,321
2022-05-04,5,770
2022-05-04,6,2513
2022-05-04,7,4565
2022-05-04,8,5640
2022-05-04,9,6009
2022-05-04,10,5847
2022-05-04,11,6340
2022-05-04,12,6731
2022-05-04,13,6720
2022-05-04,14,7399
2022-05-04,15,7654
2022-05-04,16,7639
2022-05-04,17,8834
2022-05-04,18,9362
2022-05-04,19,8184
2022-05-04,20,7110
2022-05-04,21,7032
2022-05-04,22,6120
2022-05-04,23,3949
2022-05-05,0,2614
2022-05-05,1,1292
2022-05-05,2,696
2022-05-05,3,375
2022-05-05,4,373
2022-05-05,5,803
2022-05-05,6,2268
2022-05-05,7,4437
2022-05-05,8,5450
2022-05-05,9,5698
2022-05-05,10,6008
2022-05-05,11,6465
2022-05-05,12,6808
2022-05-05,13,7186
2022-05-05,14,7675
2022-05-05,15,7718
2022-05-05,16,7617
2022-05-05,17,8542
2022-05-05,18,9774
2022-05-05,19,8703
2022-05-05,20,7855
2022-05-05,21,7658
2022-05-05,22,7200
2022-05-05,23,4745
2022-05-06,0,4492
2022-05-06,1,2763
2022-05-06,2,1661
2022-05-06,3,926
2022-05-06,4,714
2022-05-06,5,881
2022-05-06,6,2176
2022-05-06,7,4201
2022-05-06,8,5314
2022-05-06,9,5712
2022-05-06,10,5760
2022-05-06,11,6242
2022-05-06,12,6532
2022-05-06,13,6342
2022-05-06,14,7077
2022-05-06,15,6758
2022-05-06,16,6462
2022-05-06,17,7496
2022-05-06,18,8650
2022-05-06,19,8846
2022-05-06,20,6801
2022-05-06,21,6196
2022-05-06,22,6653
2022-05-06,23,4524
2022-05-07,0,4608
2022-05-07,1,3422
2022-05-07,2,2555
2022-05-07,3,1559
2022-05-07,4,839
2022-05-07,5,501
2022-05-07,6,1029
2022-05-07,7,1588
2022-05-07,8,2538
2022-05-07,9,4114
2022-05-07,10,5705
2022-05-07,11,7295
2022-05-07,12,7865
2022-05-07,13,7207
2022-05-07,14,6848
2022-05-07,15,7058
2022-05-07,16,7193
2022-05-07,17,7669
2022-05-07,18,7410
2022-05-07,19,7544
2022-05-07,20,5746
2022-05-07,21,5520
2022-05-07,22,6044
2022-05-07,23,4453
2022-05-08,0,4792
2022-05-08,1,3791
2022-05-08,2,2748
2022-05-08,3,1921
2022-05-08,4,1055
2022-05-08,5,569
2022-05-08,6,897
2022-05-08,7,1394
2022-05-08,8,2288
2022-05-08,9,3536
2022-05-08,10,5077
2022-05-08,11,6338
2022-05-08,12,6945
2022-05-08,13,6707
2022-05-08,14,6999
2022-05-08,15,6608
2022-05-08,16,6467
2022-05-08,17,6601
2022-05-08,18,6478
2022-05-08,19,5736
2022-05-08,20,4955
2022-05-08,21,4376
2022-05-08,22,3599
2022-05-08,23,2055
2022-05-09,0,1515
2022-05-09,1,705
2022-05-09,2,372
2022-05-09,3,298
2022-05-09,4,410
2022-05-09,5,820
2022-05-09,6,2123
2022-05-09,7,3928
2022-05-09,8,4962
2022-05-09,9,5234
2022-05-09,10,5249
2022-05-09,11,5541
2022-05-09,12,5922
2022-05-09,13,6109
2022-05-09,14,6489
2022-05-09,15,6514
2022-05-09,16,6494
2022-05-09,17,7350
2022-05-09,18,8194
2022-05-09,19,6991
2022-05-09,20,5958
2022-05-09,21,5855
2022-05-09,22,5054
2022-05-09,23,2808
2022-05-10,0,1734
2022-05-10,1,721
2022-05-10,2,397
2022-05-10,3,236
2022-05-10,4,247
2022-05-10,5,738
2022-05-10,6,2186
2022-05-10,7,4243
2022-05-10,8,5304
2022-05-10,9,5559
2022-05-10,10,5891
2022-05-10,11,6259
2022-05-10,12,6553
2022-05-10,13,6725
2022-05-10,14,7368
2022-05-10,15,7310
2022-05-10,16,7389
2022-05-10,17,8510
2022-05-10,18,9364
2022-05-10,19,8046
2022-05-10,20,6952
2022-05-10,21,7007
2022-05-10,22,6076
2022-05-10,23,3769
2022-05-11,0,2369
2022-05-11,1,1126
2022-05-11,2,514
2022-05-11,3,292
2022-05-11,4,359
2022-05-11,5,727
2022-05-11,6,2306
2022-05-11,7,4406
2022-05-11,8,5538
2022-05-11,9,5874
2022-05-11,10,6213
2022-05-11,11,6633
2022-05-11,12,6715
2022-05-11,13,6772
2022-05-11,14,7401
2022-05-11,15,7568
2022-05-11,16,7601
2022-05-11,17,8616
2022-05-11,18,9449
2022-05-11,19,8451
2022-05-11,20,7240
2022-05-11,21,7288
2022-05-11,22,6725
2022-05-11,23,4243
2022-05-12,0,2906
2022-05-12,1,1499
2022-05-12,2,769
2022-05-12,3,507
2022-05-12,4,483
2022-05-12,5,877
2022-05-12,6,2363
2022-05-12,7,4391
2022-05-12,8,5508
2022-05-12,9,5807
2022-05-12,10,6157
2022-05-12,11,6573
2022-05-12,12,6991
2022-05-12,13,7042
2022-05-12,14,7565
2022-05-12,15,7694
2022-05-12,16,7528
2022-05-12,17,8584
2022-05-12,18,9742
2022-05-12,19,8845
2022-05-12,20,7867
2022-05-12,21,7721
2022-05-12,22,6913
2022-05-12,23,4584
2022-05-13,0,4032
2022-05-13,1,2387
2022-05-13,2,1373
2022-05-13,3,821
2022-05-13,4,666
2022-05-13,5,868
2022-05-13,6,2142
2022-05-13,7,3891
2022-05-13,8,5058
2022-05-13,9,5365
2022-05-13,10,5888
2022-05-13,11,6140
2022-05-13,12,6354
2022-05-13,13,6260
2022-05-13,14,7110
2022-05-13,15,7080
2022-05-13,16,6943
2022-05-13,17,7925
2022-05-13,18,9543
2022-05-13,19,9150
2022-05-13,20,7022
2022-05-13,21,6800
2022-05-13,22,7156
2022-05-13,23,5095
2022-05-14,0,5406
2022-05-14,1,4522
2022-05-14,2,3311
2022-05-14,3,2257
2022-05-14,4,1232
2022-05-14,5,709
2022-05-14,6,1090
2022-05-14,7,1735
2022-05-14,8,2680
2022-05-14,9,4038
2022-05-14,10,5439
2022-05-14,11,6447
2022-05-14,12,7113
2022-05-14,13,7098
2022-05-14,14,7219
2022-05-14,15,7692
2022-05-14,16,7261
2022-05-14,17,7449
2022-05-14,18,8217
2022-05-14,19,7801
2022-05-14,20,6223
2022-05-14,21,6178
2022-05-14,22,6598
2022-05-14,23,4712
2022-05-15,0,5051
2022-05-15,1,4125
2022-05-15,2,3204
2022-05-15,3,2163
2022-05-15,4,1190
2022-05-15,5,789
2022-05-15,6,1098
2022-05-15,7,1702
2022-05-15,8,2347
2022-05-15,9,3605
2022-05-15,10,5179
2022-05-15,11,6089
2022-05-15,12,6345
2022-05-15,13,6082
2022-05-15,14,6079
2022-05-15,15,6328
2022-05-15,16,6410
2022-05-15,17,6536
2022-05-15,18,6720
2022-05-15,19,6070
2022-05-15,20,5190
2022-05-15,21,5001
2022-05-15,22,4576
2022-05-15,23,2626
2022-05-16,0,2097
2022-05-16,1,1164
2022-05-16,2,594
2022-05-16,3,390
2022-05-16,4,407
2022-05-16,5,853
2022-05-16,6,2218
2022-05-16,7,3848
2022-05-16,8,5038
2022-05-16,9,5503
2022-05-16,10,5745
2022-05-16,11,6011
2022-05-16,12,6506
2022-05-16,13,7117
2022-05-16,14,6550
2022-05-16,15,6751
2022-05-16,16,6633
2022-05-16,17,7883
2022-05-16,18,9067
2022-05-16,19,7505
2022-05-16,20,5910
2022-05-16,21,5640
2022-05-16,22,4816
2022-05-16,23,2751
2022-05-17,0,1950
2022-05-17,1,989
2022-05-17,2,556
2022-05-17,3,286
2022-05-17,4,347
2022-05-17,5,814
2022-05-17,6,2311
2022-05-17,7,4442
2022-05-17,8,5511
2022-05-17,9,5740
2022-05-17,10,6010
2022-05-17,11,6377
2022-05-17,12,6879
2022-05-17,13,6834
2022-05-17,14,7291
2022-05-17,15,7098
2022-05-17,16,6857
2022-05-17,17,7163
2022-05-17,18,8071
2022-05-17,19,7904
2022-05-17,20,7483
2022-05-17,21,7528
2022-05-17,22,6424
2022-05-17,23,3821
2022-05-18,0,2936
2022-05-18,1,1490
2022-05-18,2,709
2022-05-18,3,409
2022-05-18,4,384
2022-05-18,5,849
2022-05-18,6,2443
2022-05-18,7,4477
2022-05-18,8,5471
2022-05-18,9,5914
2022-05-18,10,5852
2022-05-18,11,6274
2022-05-18,12,6619
2022-05-18,13,6671
2022-05-18,14,6977
2022-05-18,15,6792
2022-05-18,16,6624
2022-05-18,17,7041
2022-05-18,18,8253
2022-05-18,19,8277
2022-05-18,20,7324
2022-05-18,21,7383
2022-05-18,22,6633
2022-05-18,23,4269
2022-05-19,0,3414
2022-05-19,1,1755
2022-05-19,2,861
2022-05-19,3,445
2022-05-19,4,437
2022-05-19,5,878
2022-05-19,6,2540
2022-05-19,7,4300
2022-05-19,8,5025
2022-05-19,9,5616
2022-05-19,10,5935
2022-05-19,11,6257
2022-05-19,12,6810
2022-05-19,13,6953
2022-05-19,14,7211
2022-05-19,15,6918
2022-05-19,16,6597
2022-05-19,17,7384
2022-05-19,18,8535
2022-05-19,19,8494
2022-05-19,20,7724
2022-05-19,21,7589
2022-05-19,22,6853
2022-05-19,23,4596
2022-05-20,0,3985
2022-05-20,1,2381
2022-05-20,2,1366
2022-05-20,3,817
2022-05-20,4,705
2022-05-20,5,970
2022-05-20,6,2241
2022-05-20,7,3826
2022-05-20,8,4818
2022-05-20,9,5207
2022-05-20,10,5716
2022-05-20,11,6542
2022-05-20,12,6588
2022-05-20,13,6039
2022-05-20,14,6500
2022-05-20,15,6710
2022-05-20,16,6311
2022-05-20,17,7265
2022-05-20,18,8081
2022-05-20,19,7945
2022-05-20,20,6332
2022-05-20,21,6251
2022-05-20,22,6717
2022-05-20,23,4863
2022-05-21,0,5075
2022-05-21,1,4079
2022-05-21,2,3038
2022-05-21,3,2168
2022-05-21,4,1259
2022-05-21,5,828
2022-05-21,6,1284
2022-05-21,7,1745
2022-05-21,8,2970
2022-05-21,9,4430
2022-05-21,10,5587
2022-05-21,11,6524
2022-05-21,12,6513
2022-05-21,13,5902
2022-05-21,14,6482
2022-05-21,15,6617
2022-05-21,16,6785
2022-05-21,17,7217
2022-05-21,18,8165
2022-05-21,19,8184
2022-05-21,20,6966
2022-05-21,21,6852
2022-05-21,22,6754
2022-05-21,23,4646
2022-05-22,0,5343
2022-05-22,1,4279
2022-05-22,2,3308
2022-05-22,3,2363
2022-05-22,4,1318
2022-05-22,5,906
2022-05-22,6,1192
2022-05-22,7,1570
2022-05-22,8,2499
2022-05-22,9,3597
2022-05-22,10,4968
2022-05-22,11,5839
2022-05-22,12,5637
2022-05-22,13,5163
2022-05-22,14,5079
2022-05-22,15,5294
2022-05-22,16,5618
2022-05-22,17,6198
2022-05-22,18,6783
2022-05-22,19,6088
2022-05-22,20,5176
2022-05-22,21,4732
2022-05-22,22,3800
2022-05-22,23,2360
2022-05-23,0,1929
2022-05-23,1,1089
2022-05-23,2,547
2022-05-23,3,356
2022-05-23,4,447
2022-05-23,5,997
2022-05-23,6,2127
2022-05-23,7,3864
2022-05-23,8,4905
2022-05-23,9,5204
2022-05-23,10,5214
2022-05-23,11,5693
2022-05-23,12,5956
2022-05-23,13,6221
2022-05-23,14,6615
2022-05-23,15,6706
2022-05-23,16,6635
2022-05-23,17,7281
2022-05-23,18,8196
2022-05-23,19,7226
2022-05-23,20,6064
2022-05-23,21,5870
2022-05-23,22,5009
2022-05-23,23,2874
2022-05-24,0,1930
2022-05-24,1,876
2022-05-24,2,438
2022-05-24,3,262
2022-05-24,4,302
2022-05-24,5,787
2022-05-24,6,2263
2022-05-24,7,4421
2022-05-24,8,5447
2022-05-24,9,5893
2022-05-24,10,6015
2022-05-24,11,6231
2022-05-24,12,6463
2022-05-24,13,6396
2022-05-24,14,6890
2022-05-24,15,6967
2022-05-24,16,6978
2022-05-24,17,7907
2022-05-24,18,8882
2022-05-24,19,7908
2022-05-24,20,6994
2022-05-24,21,7024
2022-05-24,22,5921
2022-05-24,23,3790
2022-05-25,0,2472
2022-05-25,1,1294
2022-05-25,2,549
2022-05-25,3,333
2022-05-25,4,394
2022-05-25,5,768
2022-05-25,6,2252
2022-05-25,7,4425
2022-05-25,8,5399
2022-05-25,9,5560
2022-05-25,10,5939
2022-05-25,11,6125
2022-05-25,12,6613
2022-05-25,13,6640
2022-05-25,14,6934
2022-05-25,15,6928
2022-05-25,16,6585
2022-05-25,17,7433
2022-05-25,18,8440
2022-05-25,19,8113
2022-05-25,20,7248
2022-05-25,21,7138
2022-05-25,22,6210
2022-05-25,23,3908
2022-05-26,0,2948
2022-05-26,1,1439
2022-05-26,2,859
2022-05-26,3,444
2022-05-26,4,442
2022-05-26,5,801
2022-05-26,6,2205
2022-05-26,7,4229
2022-05-26,8,5142
2022-05-26,9,5479
2022-05-26,10,5791
2022-05-26,11,6145
2022-05-26,12,6550
2022-05-26,13,6577
2022-05-26,14,6983
2022-05-26,15,6727
2022-05-26,16,6624
2022-05-26,17,7466
2022-05-26,18,8391
2022-05-26,19,7761
2022-05-26,20,6580
2022-05-26,21,6622
2022-05-26,22,6009
2022-05-26,23,4099
2022-05-27,0,3509
2022-05-27,1,2077
2022-05-27,2,1219
2022-05-27,3,774
2022-05-27,4,655
2022-05-27,5,904
2022-05-27,6,2019
2022-05-27,7,3583
2022-05-27,8,4288
2022-05-27,9,4864
2022-05-27,10,5237
2022-05-27,11,5731
2022-05-27,12,6201
2022-05-27,13,6155
2022-05-27,14,6834
2022-05-27,15,6502
2022-05-27,16,6766
2022-05-27,17,7574
2022-05-27,18,6330
2022-05-27,19,6263
2022-05-27,20,5037
2022-05-27,21,5032
2022-05-27,22,5212
2022-05-27,23,3961
2022-05-28,0,4398
2022-05-28,1,3213
2022-05-28,2,2249
2022-05-28,3,1609
2022-05-28,4,968
2022-05-28,5,585
2022-05-28,6,959
2022-05-28,7,1386
2022-05-28,8,2076
2022-05-28,9,3117
2022-05-28,10,4080
2022-05-28,11,4879
2022-05-28,12,6355
2022-05-28,13,5856
2022-05-28,14,5044
2022-05-28,15,5807
2022-05-28,16,6137
2022-05-28,17,6389
2022-05-28,18,6270
2022-05-28,19,6160
2022-05-28,20,5437
2022-05-28,21,5066
2022-05-28,22,5267
2022-05-28,23,3894
2022-05-29,0,4230
2022-05-29,1,3316
2022-05-29,2,2607
2022-05-29,3,1804
2022-05-29,4,1023
2022-05-29,5,587
