tpep_pickup_date,hour_pickup,count
2022-02-19,11,5238
2022-02-19,12,6456
2022-02-19,13,6681
2022-02-19,14,6264
2022-02-19,15,6821
2022-02-19,16,6894
2022-02-19,17,7736
2022-02-19,18,7785
2022-02-19,19,7897
2022-02-19,20,6236
2022-02-19,21,5956
2022-02-19,22,6266
2022-02-19,23,4883
2022-02-20,0,4914
2022-02-20,1,3964
2022-02-20,2,3088
2022-02-20,3,2241
2022-02-20,4,1142
2022-02-20,5,452
2022-02-20,6,703
2022-02-20,7,1079
2022-02-20,8,1548
2022-02-20,9,2649
2022-02-20,10,3998
2022-02-20,11,4770
2022-02-20,12,5821
2022-02-20,13,5968
2022-02-20,14,6101
2022-02-20,15,6067
2022-02-20,16,6154
2022-02-20,17,6299
2022-02-20,18,6238
2022-02-20,19,5389
2022-02-20,20,4776
2022-02-20,21,4189
2022-02-20,22,3905
2022-02-20,23,2846
2022-02-21,0,2281
2022-02-21,1,1250
2022-02-21,2,772
2022-02-21,3,558
2022-02-21,4,499
2022-02-21,5,467
2022-02-21,6,1189
2022-02-21,7,1800
2022-02-21,8,2615
2022-02-21,9,3416
2022-02-21,10,4207
2022-02-21,11,4449
2022-02-21,12,5374
2022-02-21,13,5647
2022-02-21,14,5975
2022-02-21,15,6360
2022-02-21,16,5973
2022-02-21,17,6419
2022-02-21,18,6428
2022-02-21,19,5433
2022-02-21,20,4407
2022-02-21,21,3905
2022-02-21,22,3328
2022-02-21,23,2226
2022-02-22,0,1459
2022-02-22,1,583
2022-02-22,2,343
2022-02-22,3,195
2022-02-22,4,228
2022-02-22,5,589
2022-02-22,6,1998
2022-02-22,7,3555
2022-02-22,8,4835
2022-02-22,9,5069
2022-02-22,10,5227
2022-02-22,11,5102
2022-02-22,12,5580
2022-02-22,13,6377
2022-02-22,14,7003
2022-02-22,15,6052
2022-02-22,16,7067
2022-02-22,17,8052
2022-02-22,18,8182
2022-02-22,19,6468
2022-02-22,20,4660
2022-02-22,21,4559
2022-02-22,22,4091
2022-02-22,23,2393
2022-02-23,0,1608
2022-02-23,1,795
2022-02-23,2,392
2022-02-23,3,229
2022-02-23,4,255
2022-02-23,5,601
2022-02-23,6,1876
2022-02-23,7,3730
2022-02-23,9,5220
2022-02-23,10,5452
2022-02-23,11,5703
2022-02-23,12,5934
2022-02-23,13,6218
2022-02-23,14,6670
2022-02-23,15,6743
2022-02-23,16,6866
2022-02-23,17,7522
2022-02-23,18,8654
2022-02-23,19,8228
2022-02-23,20,7078
2022-02-23,21,6671
2022-02-23,22,5852
2022-02-23,23,3334
2022-02-24,0,2110
2022-02-24,1,998
2022-02-24,2,602
2022-02-24,3,342
2022-02-24,4,313
2022-02-24,5,673
2022-02-24,6,2094
2022-02-24,7,4239
2022-02-24,8,5527
2022-02-24,9,5726
2022-02-24,10,6006
2022-02-24,11,6144
2022-02-24,12,6576
2022-02-24,13,6690
2022-02-24,14,7119
2022-02-24,15,7499
2022-02-24,16,7164
2022-02-24,17,8464
2022-02-24,18,9198
2022-02-24,19,8030
2022-02-24,20,6522
2022-02-24,21,6270
2022-02-24,22,5900
2022-02-24,23,3747
2022-02-25,0,2819
2022-02-25,1,1626
2022-02-25,2,871
2022-02-25,3,469
2022-02-25,4,394
2022-02-25,5,686
2022-02-25,6,1968
2022-02-25,7,3812
2022-02-25,8,5210
2022-02-25,9,5459
2022-02-25,10,5115
2022-02-25,11,5365
2022-02-25,12,5790
2022-02-25,13,5857
2022-02-25,15,6997
2022-02-25,16,7210
2022-02-25,17,7881
2022-02-25,18,8830
2022-02-25,19,8495
2022-02-25,20,6529
2022-02-25,21,6310
2022-02-25,22,7017
2022-02-25,23,5103
2022-02-26,0,5424
2022-02-26,1,4305
2022-02-26,2,3237
2022-02-26,3,2235
2022-02-26,4,1227
2022-02-26,5,479
2022-02-26,6,991
2022-02-26,7,1498
2022-02-26,8,2308
2022-02-26,9,3654
2022-02-26,10,4895
2022-02-26,11,5805
2022-02-26,12,6601
2022-02-26,13,6834
2022-02-26,14,7123
2022-02-26,15,7325
2022-02-26,16,7588
2022-02-26,17,7929
2022-02-26,18,8517
2022-02-26,19,8299
2022-02-26,20,6610
2022-02-26,21,6434
2022-02-26,22,6788
2022-02-26,23,5104
2022-02-27,0,5588
2022-02-27,1,4629
2022-02-27,2,3665
2022-02-27,3,2551
2022-02-27,4,1365
2022-02-27,5,543
2022-02-27,6,870
2022-02-27,7,1341
2022-02-27,8,2210
2022-02-27,9,3188
2022-02-27,10,4491
2022-02-27,11,5354
2022-02-27,12,6189
2022-02-27,13,6521
2022-02-27,14,6613
2022-02-27,15,6323
2022-02-27,16,6238
2022-02-27,17,6240
2022-02-27,18,6315
2022-02-27,19,5169
2022-02-27,20,4465
2022-02-27,21,4206
2022-02-27,22,3481
2022-02-27,23,1835
2022-02-28,0,1361
2022-02-28,1,623
2022-02-28,2,358
2022-02-28,3,261
2022-02-28,4,311
2022-02-28,5,677
2022-02-28,6,2106
2022-02-28,7,4154
2022-02-28,8,5254
2022-02-28,9,5460
2022-02-28,10,5346
2022-02-28,11,5347
2022-02-28,12,5570
2022-02-28,13,5745
2022-02-28,14,6252
2022-02-28,15,6908
2022-02-28,16,6832
2022-02-28,17,7653
2022-02-28,18,8065
2022-02-28,19,6582
2022-02-28,20,5268
2022-02-28,21,4710
2022-02-28,22,3754
2022-02-28,23,1939
2022-03-01,0,1243
2022-03-01,1,584
2022-03-01,2,305
2022-03-01,3,194
2022-03-01,4,256
2022-03-01,5,606
2022-03-01,6,2019
2022-03-01,7,4497
2022-03-01,8,5964
2022-03-01,9,5906
2022-03-01,10,5775
2022-03-01,11,6007
2022-03-01,12,6250
2022-03-01,13,6280
2022-03-01,14,7086
2022-03-01,15,7216
2022-03-01,16,7191
2022-03-01,17,8173
2022-03-01,18,8645
2022-03-01,19,7569
2022-03-01,20,6203
2022-03-01,21,5880
2022-03-01,22,5122
2022-03-01,23,3088
2022-03-02,0,2009
2022-03-02,1,933
2022-03-02,2,580
2022-03-02,3,303
2022-03-02,4,254
2022-03-02,5,634
2022-03-02,6,2188
2022-03-02,8,5741
2022-03-02,9,5849
2022-03-02,10,5957
2022-03-02,11,6075
2022-03-02,12,6343
2022-03-02,13,6634
2022-03-02,14,7265
2022-03-02,15,7481
2022-03-02,16,7411
2022-03-02,17,8488
2022-03-02,18,9221
2022-03-02,19,8157
2022-03-02,20,6737
2022-03-02,21,6272
2022-03-02,22,5686
2022-03-02,23,3237
2022-03-03,0,2196
2022-03-03,1,1008
2022-03-03,2,547
2022-03-03,3,344
2022-03-03,4,332
2022-03-03,5,732
2022-03-03,6,2176
2022-03-03,7,4411
2022-03-03,8,5702
2022-03-03,9,5830
2022-03-03,10,5972
2022-03-03,11,6312
2022-03-03,12,6738
2022-03-03,13,6846
2022-03-03,14,7610
2022-03-03,15,7942
2022-03-03,16,8001
2022-03-03,17,9050
2022-03-03,18,9946
2022-03-03,19,9222
2022-03-03,20,7705
2022-03-03,21,7462
2022-03-03,22,6771
2022-03-03,23,4170
2022-03-04,0,2991
2022-03-04,1,1589
2022-03-04,2,992
2022-03-04,3,581
2022-03-04,4,409
2022-03-04,5,854
2022-03-04,6,2096
2022-03-04,7,4083
2022-03-04,8,5062
2022-03-04,9,5095
2022-03-04,10,5531
2022-03-04,11,6061
2022-03-04,12,6425
2022-03-04,13,6701
2022-03-04,14,7444
2022-03-04,15,7634
2022-03-04,16,7500
2022-03-04,17,8897
2022-03-04,18,9797
2022-03-04,19,9401
2022-03-04,20,7475
2022-03-04,21,6770
2022-03-04,22,6943
2022-03-04,23,5012
2022-03-05,0,5172
2022-03-05,1,4252
2022-03-05,2,3234
2022-03-05,3,2284
2022-03-05,4,1147
2022-03-05,5,534
2022-03-05,6,950
2022-03-05,7,1317
2022-03-05,8,2308
2022-03-05,9,3652
2022-03-05,10,4802
2022-03-05,11,5684
2022-03-05,12,6562
2022-03-05,13,6920
2022-03-05,14,7053
2022-03-05,15,7219
2022-03-05,16,7455
2022-03-05,17,7943
2022-03-05,18,8190
2022-03-05,19,7808
2022-03-05,20,6492
2022-03-05,21,6274
2022-03-05,22,6558
2022-03-05,23,4868
2022-03-06,0,5499
2022-03-06,1,4631
2022-03-06,2,3582
2022-03-06,3,2506
2022-03-06,4,1320
2022-03-06,5,586
2022-03-06,6,881
2022-03-06,7,1162
2022-03-06,8,1865
2022-03-06,9,2957
2022-03-06,10,4764
2022-03-06,11,5134
2022-03-06,12,5917
2022-03-06,13,6047
2022-03-06,14,6066
2022-03-06,15,5883
2022-03-06,16,6127
2022-03-06,17,6158
2022-03-06,18,5785
2022-03-06,19,4975
2022-03-06,20,4409
2022-03-06,21,3976
2022-03-06,22,3137
2022-03-06,23,1708
2022-03-07,0,1423
2022-03-07,1,772
2022-03-07,2,332
2022-03-07,3,217
2022-03-07,4,301
2022-03-07,5,707
2022-03-07,6,2033
2022-03-07,7,4046
2022-03-07,8,5026
2022-03-07,9,5074
2022-03-07,10,4966
2022-03-07,11,5161
2022-03-07,12,5663
2022-03-07,13,5853
2022-03-07,14,6312
2022-03-07,15,6784
2022-03-07,16,7853
2022-03-07,17,7210
2022-03-07,18,7335
2022-03-07,19,5923
2022-03-07,20,4888
2022-03-07,21,4777
2022-03-07,22,3522
2022-03-07,23,1938
2022-03-08,0,1702
2022-03-08,1,751
2022-03-08,2,346
2022-03-08,3,180
2022-03-08,4,236
2022-03-08,5,652
2022-03-08,6,2025
2022-03-08,7,4530
2022-03-08,8,5880
2022-03-08,9,5971
2022-03-08,10,5756
2022-03-08,11,5923
2022-03-08,12,6299
2022-03-08,13,6424
2022-03-08,14,7097
2022-03-08,15,7410
2022-03-08,16,7282
2022-03-08,17,8448
2022-03-08,18,8976
2022-03-08,19,7911
2022-03-08,20,6769
2022-03-08,21,6208
2022-03-08,22,5366
2022-03-08,23,3057
2022-03-09,0,1773
2022-03-09,1,784
2022-03-09,2,418
2022-03-09,3,246
2022-03-09,4,253
2022-03-09,5,675
2022-03-09,6,2280
2022-03-09,7,4630
2022-03-09,8,5732
2022-03-09,9,6146
2022-03-09,10,6194
2022-03-09,11,6213
2022-03-09,12,6438
2022-03-09,13,6462
2022-03-09,14,7222
2022-03-09,15,7815
2022-03-09,16,7470
2022-03-09,17,8602
2022-03-09,18,8789
2022-03-09,19,7949
2022-03-09,20,6538
2022-03-09,21,6232
2022-03-09,22,5516
2022-03-09,23,3520
2022-03-10,0,2346
2022-03-10,1,1164
2022-03-10,2,606
2022-03-10,3,323
2022-03-10,4,289
2022-03-10,5,728
2022-03-10,6,2190
2022-03-10,7,4470
2022-03-10,8,5782
2022-03-10,9,5848
2022-03-10,10,6109
2022-03-10,11,6321
2022-03-10,12,6574
2022-03-10,13,6638
2022-03-10,14,7223
2022-03-10,15,7390
2022-03-10,16,7057
2022-03-10,17,7850
2022-03-10,18,8697
2022-03-10,19,8301
2022-03-10,20,7277
2022-03-10,21,7201
2022-03-10,22,6527
2022-03-10,23,4442
2022-03-11,0,3839
2022-03-11,1,2055
2022-03-11,2,1223
2022-03-11,3,693
2022-03-11,4,613
2022-03-11,5,839
2022-03-11,6,2099
2022-03-11,7,3847
2022-03-11,8,4942
2022-03-11,9,5299
2022-03-11,10,5667
2022-03-11,11,6054
2022-03-11,12,6357
2022-03-11,13,6682
2022-03-11,14,7421
2022-03-11,15,7433
2022-03-11,16,7221
2022-03-11,17,8318
2022-03-11,18,9523
2022-03-11,19,9206
2022-03-11,20,7175
2022-03-11,21,6498
2022-03-11,22,6900
2022-03-11,23,5056
2022-03-12,0,5510
2022-03-12,1,4517
2022-03-12,2,3600
2022-03-12,3,2474
2022-03-12,4,1354
2022-03-12,5,628
2022-03-12,6,961
2022-03-12,7,1589
2022-03-12,8,2321
2022-03-12,9,3827
2022-03-12,10,5109
2022-03-12,11,6056
2022-03-12,12,6479
2022-03-12,13,6638
2022-03-12,14,6767
2022-03-12,15,7176
2022-03-12,16,7803
2022-03-12,17,7643
2022-03-12,18,7703
2022-03-12,19,7627
2022-03-12,20,6621
2022-03-12,21,6437
2022-03-12,22,6453
2022-03-12,23,4973
2022-03-13,0,5250
2022-03-13,1,3510
2022-03-13,3,3376
2022-03-13,4,2150
2022-03-13,5,830
2022-03-13,6,927
2022-03-13,7,1185
2022-03-13,8,1768
2022-03-13,9,2856
2022-03-13,10,4474
2022-03-13,11,5661
2022-03-13,12,6776
2022-03-13,13,6612
2022-03-13,14,6519
2022-03-13,15,6415
2022-03-13,16,6636
2022-03-13,17,6970
2022-03-13,18,6739
2022-03-13,19,5621
2022-03-13,20,4774
2022-03-13,21,4037
2022-03-13,22,3344
2022-03-13,23,1878
2022-03-14,0,1798
2022-03-14,1,1045
2022-03-14,2,620
2022-03-14,3,296
2022-03-14,4,339
2022-03-14,5,702
2022-03-14,6,1985
2022-03-14,7,3719
2022-03-14,8,5005
2022-03-14,9,5214
2022-03-14,10,5195
2022-03-14,11,5293
2022-03-14,12,5551
2022-03-14,13,5618
2022-03-14,14,6036
2022-03-14,15,6099
2022-03-14,16,6040
2022-03-14,17,6845
2022-03-14,18,7173
2022-03-14,19,6359
2022-03-14,20,5194
2022-03-14,21,4679
2022-03-14,22,3831
2022-03-14,23,2089
2022-03-15,0,1780
2022-03-15,1,757
2022-03-15,2,431
2022-03-15,3,208
2022-03-15,4,212
2022-03-15,5,577
2022-03-15,6,1963
2022-03-15,7,3983
2022-03-15,8,5596
2022-03-15,9,5606
2022-03-15,10,5427
2022-03-15,11,5739
2022-03-15,12,5985
2022-03-15,13,6214
2022-03-15,14,6652
2022-03-15,15,6892
2022-03-15,16,6721
2022-03-15,17,7779
2022-03-15,18,8842
2022-03-15,19,7703
2022-03-15,20,6375
2022-03-15,21,6422
2022-03-15,22,5382
2022-03-15,23,3189
2022-03-16,0,2222
2022-03-16,1,959
2022-03-16,2,523
2022-03-16,3,354
2022-03-16,4,298
2022-03-16,5,658
2022-03-16,6,1960
2022-03-16,7,3964
2022-03-16,8,5501
2022-03-16,9,5716
2022-03-16,10,5774
2022-03-16,11,6013
2022-03-16,12,6511
2022-03-16,13,6589
2022-03-16,14,6800
2022-03-16,15,6973
2022-03-16,16,6867
2022-03-16,17,7766
2022-03-16,18,9023
2022-03-16,19,8436
2022-03-16,20,7212
2022-03-16,21,6932
2022-03-16,22,6286
2022-03-16,23,3765
2022-03-17,0,2695
2022-03-17,1,1399
2022-03-17,2,772
2022-03-17,3,457
2022-03-17,4,380
2022-03-17,5,719
2022-03-17,6,2101
2022-03-17,7,3792
2022-03-17,8,5052
2022-03-17,9,5411
2022-03-17,10,4990
2022-03-17,11,4918
2022-03-17,12,5367
2022-03-17,13,5828
2022-03-17,14,5850
2022-03-17,15,5961
2022-03-17,16,6804
2022-03-17,17,8232
2022-03-17,18,9126
2022-03-17,19,8028
2022-03-17,20,7081
2022-03-17,21,7202
2022-03-17,22,6820
2022-03-17,23,4307
2022-03-18,0,4040
2022-03-18,1,2583
2022-03-18,2,1448
2022-03-18,3,897
2022-03-18,4,620
2022-03-18,5,858
2022-03-18,6,1922
2022-03-18,7,3508
2022-03-18,8,4518
2022-03-18,9,5089
2022-03-18,10,5492
2022-03-18,11,5817
2022-03-18,12,6100
2022-03-18,13,6329
2022-03-18,14,6777
2022-03-18,15,6886
2022-03-18,16,6698
2022-03-18,17,7799
2022-03-18,18,9270
2022-03-18,19,9338
2022-03-18,20,7603
2022-03-18,21,7422
2022-03-18,22,7330
2022-03-18,23,5335
2022-03-19,0,5472
2022-03-19,1,4580
2022-03-19,2,3626
2022-03-19,3,2458
2022-03-19,4,1290
2022-03-19,5,681
2022-03-19,6,946
2022-03-19,7,1377
2022-03-19,8,2253
2022-03-19,9,3452
2022-03-19,10,4571
2022-03-19,11,5434
2022-03-19,12,6367
2022-03-19,13,6953
2022-03-19,14,6636
2022-03-19,15,6934
2022-03-19,16,7299
2022-03-19,17,7688
2022-03-19,18,7958
2022-03-19,19,7461
2022-03-19,20,6670
2022-03-19,21,7001
2022-03-19,22,6834
2022-03-19,23,4701
2022-03-20,0,5228
2022-03-20,1,4567
2022-03-20,2,3557
2022-03-20,3,2432
2022-03-20,4,1388
2022-03-20,5,765
2022-03-20,6,1014
2022-03-20,7,1383
2022-03-20,8,1963
2022-03-20,9,3177
2022-03-20,10,4166
2022-03-20,11,4760
2022-03-20,12,5364
2022-03-20,13,6063
2022-03-20,14,6545
2022-03-20,15,6450
2022-03-20,16,6544
2022-03-20,17,6445
2022-03-20,18,6356
2022-03-20,19,5463
2022-03-20,20,4963
2022-03-20,21,4616
2022-03-20,22,3634
2022-03-20,23,2012
2022-03-21,0,1567
2022-03-21,1,870
2022-03-21,2,425
2022-03-21,3,269
2022-03-21,4,383
2022-03-21,5,753
2022-03-21,6,1900
2022-03-21,7,3582
2022-03-21,8,5313
2022-03-21,9,5337
2022-03-21,10,5207
2022-03-21,11,5336
2022-03-21,12,5703
2022-03-21,13,5803
2022-03-21,14,6316
2022-03-21,15,6241
2022-03-21,16,6316
2022-03-21,17,6992
2022-03-21,18,7441
2022-03-21,19,6314
2022-03-21,20,5462
2022-03-21,21,4984
2022-03-21,22,4163
2022-03-21,23,2092
2022-03-22,0,1380
2022-03-22,1,811
2022-03-22,2,331
2022-03-22,3,222
2022-03-22,4,224
2022-03-22,5,638
2022-03-22,6,1937
2022-03-22,7,4069
2022-03-22,8,5500
2022-03-22,9,5594
2022-03-22,10,5737
2022-03-22,11,5818
2022-03-22,12,6189
2022-03-22,13,6288
2022-03-22,14,6675
2022-03-22,15,6794
2022-03-22,16,7018
2022-03-22,17,7917
2022-03-22,18,8737
2022-03-22,19,7536
2022-03-22,20,6682
2022-03-22,21,6430
2022-03-22,22,5588
2022-03-22,23,3155
2022-03-23,0,2053
2022-03-23,1,958
2022-03-23,2,497
2022-03-23,3,290
2022-03-23,4,293
2022-03-23,5,621
2022-03-23,6,1920
2022-03-23,7,4193
2022-03-23,8,5560
2022-03-23,10,5978
2022-03-23,11,6198
2022-03-23,12,6430
2022-03-23,13,6464
2022-03-23,14,7254
2022-03-23,15,7291
2022-03-23,16,8058
2022-03-23,17,8627
2022-03-23,18,9853
2022-03-23,19,8039
2022-03-23,20,7531
2022-03-23,21,6622
2022-03-23,22,6094
2022-03-23,23,3351
2022-03-24,0,2036
2022-03-24,1,987
2022-03-24,2,530
2022-03-24,3,296
2022-03-24,4,303
2022-03-24,5,809
2022-03-24,6,2211
2022-03-24,7,4175
2022-03-24,8,5762
2022-03-24,9,5964
2022-03-24,10,6177
2022-03-24,11,6160
2022-03-24,12,6765
2022-03-24,13,6895
2022-03-24,14,7250
2022-03-24,15,7259
2022-03-24,16,7328
2022-03-24,17,8435
2022-03-24,18,9217
2022-03-24,19,8044
2022-03-24,20,7109
2022-03-24,21,6944
2022-03-24,22,6713
2022-03-24,23,4370
2022-03-25,0,3609
2022-03-25,1,1930
2022-03-25,2,1027
2022-03-25,3,622
2022-03-25,4,487
2022-03-25,5,774
2022-03-25,6,1844
2022-03-25,7,3380
2022-03-25,8,4736
2022-03-25,9,5086
2022-03-25,10,5461
2022-03-25,11,5957
2022-03-25,12,6396
2022-03-25,13,6381
2022-03-25,14,7134
2022-03-25,15,7150
2022-03-25,16,6927
2022-03-25,17,7952
2022-03-25,18,9215
2022-03-25,19,8530
2022-03-25,20,7099
2022-03-25,21,6834
2022-03-25,22,7068
2022-03-25,23,5134
2022-03-26,0,5594
2022-03-26,1,4556
2022-03-26,2,3445
2022-03-26,3,2431
2022-03-26,4,1338
2022-03-26,5,646
2022-03-26,6,1063
2022-03-26,7,1510
2022-03-26,8,2382
2022-03-26,9,3674
2022-03-26,10,4925
2022-03-26,11,6716
2022-03-26,12,6732
2022-03-26,13,6793
2022-03-26,14,7097
2022-03-26,15,7669
2022-03-26,16,7403
2022-03-26,17,8046
2022-03-26,18,8498
2022-03-26,19,8425
2022-03-26,20,7068
2022-03-26,21,6868
2022-03-26,22,7170
2022-03-26,23,5327
2022-03-27,0,5647
2022-03-27,1,4488
2022-03-27,2,3603
2022-03-27,3,2599
2022-03-27,4,1389
2022-03-27,5,610
2022-03-27,6,889
2022-03-27,7,1262
2022-03-27,8,1901
2022-03-27,9,3277
2022-03-27,10,4645
2022-03-27,11,5732
2022-03-27,12,6686
2022-03-27,13,6799
2022-03-27,14,7151
2022-03-27,15,7056
2022-03-27,16,7179
2022-03-27,17,7138
2022-03-27,18,6787
2022-03-27,19,6013
2022-03-27,20,4949
2022-03-27,21,4503
2022-03-27,22,3668
2022-03-27,23,2151
2022-03-28,0,1776
2022-03-28,1,790
2022-03-28,2,328
2022-03-28,3,229
2022-03-28,4,336
2022-03-28,5,749
2022-03-28,6,2263
2022-03-28,7,4320
2022-03-28,8,5564
2022-03-28,9,5769
2022-03-28,10,5757
2022-03-28,11,5850
2022-03-28,12,6294
2022-03-28,13,6336
2022-03-28,14,7226
2022-03-28,15,7368
2022-03-28,16,7299
2022-03-28,17,8264
2022-03-28,18,8541
2022-03-28,19,7169
2022-03-28,20,6007
2022-03-28,21,5477
2022-03-28,22,4706
2022-03-28,23,2133
2022-03-29,0,1510
2022-03-29,1,619
2022-03-29,2,321
2022-03-29,3,206
2022-03-29,4,247
2022-03-29,5,674
2022-03-29,6,2155
2022-03-29,7,4719
2022-03-29,8,6233
2022-03-29,9,6191
2022-03-29,10,6212
2022-03-29,11,6277
2022-03-29,12,6772
2022-03-29,13,6813
2022-03-29,14,7461
2022-03-29,15,7929
2022-03-29,16,7719
2022-03-29,17,9153
2022-03-29,18,9709
2022-03-29,19,8256
2022-03-29,20,7042
2022-03-29,21,6626
2022-03-29,22,5586
2022-03-29,23,3318
2022-03-30,0,1876
2022-03-30,1,908
2022-03-30,2,485
2022-03-30,3,256
2022-03-30,4,267
2022-03-30,5,662
2022-03-30,6,2215
2022-03-30,7,4611
2022-03-30,8,6092
2022-03-30,9,6040
2022-03-30,10,6085
2022-03-30,11,6486
2022-03-30,12,7188
2022-03-30,13,6919
2022-03-30,14,7505
2022-03-30,15,7677
2022-03-30,16,7643
2022-03-30,17,9041
2022-03-30,19,8532
2022-03-30,20,7438
2022-03-30,21,6966
2022-03-30,22,6030
2022-03-30,23,3511
2022-03-31,0,2362
2022-03-31,1,1208
2022-03-31,2,686
2022-03-31,3,398
2022-03-31,4,346
2022-03-31,5,725
2022-03-31,6,2120
2022-03-31,7,4356
2022-03-31,8,5708
2022-03-31,9,5719
2022-03-31,10,6169
2022-03-31,11,6565
2022-03-31,12,6919
2022-03-31,13,6922
2022-03-31,14,7506
2022-03-31,15,7471
2022-03-31,16,7587
2022-03-31,17,8722
2022-03-31,18,9786
2022-03-31,19,8542
2022-03-31,20,7236
2022-03-31,21,7121
2022-03-31,22,6611
2022-03-31,23,4306
2022-04-01,0,3510
2022-04-01,1,2178
2022-04-01,2,1283
2022-04-01,3,620
2022-04-01,4,569
2022-04-01,5,808
2022-04-01,6,2056
2022-04-01,7,4099
2022-04-01,8,5177
2022-04-01,9,5382
2022-04-01,10,5981
2022-04-01,11,6237
2022-04-01,12,6605
2022-04-01,13,6728
2022-04-01,14,7407
2022-04-01,15,7812
2022-04-01,16,7382
2022-04-01,17,9379
2022-04-01,18,10348
2022-04-01,19,9637
2022-04-01,20,7950
2022-04-01,21,7361
2022-04-01,22,7434
2022-04-01,23,5166
2022-04-02,0,5430
2022-04-02,1,4300
2022-04-02,2,3272
2022-04-02,3,2123
2022-04-02,4,1052
2022-04-02,5,604
2022-04-02,6,1011
2022-04-02,7,1670
2022-04-02,8,2817
2022-04-02,9,4139
2022-04-02,10,5366
2022-04-02,11,6405
2022-04-02,12,7264
2022-04-02,13,7377
2022-04-02,14,7379
2022-04-02,15,7767
2022-04-02,16,7630
2022-04-02,17,7955
2022-04-02,18,8397
2022-04-02,19,7365
2022-04-02,20,7565
2022-04-02,21,6679
2022-04-02,22,6626
2022-04-02,23,5373
2022-04-03,0,5705
2022-04-03,1,4480
2022-04-03,2,3432
2022-04-03,3,2172
2022-04-03,4,1211
2022-04-03,5,650
2022-04-03,6,882
2022-04-03,7,1446
2022-04-03,8,2104
2022-04-03,9,3391
2022-04-03,10,4894
2022-04-03,11,6581
2022-04-03,12,7406
2022-04-03,13,6832
2022-04-03,14,6800
2022-04-03,15,6559
2022-04-03,16,6571
2022-04-03,17,6595
2022-04-03,18,6138
2022-04-03,19,4894
2022-04-03,20,4807
2022-04-03,21,4204
2022-04-03,22,3591
2022-04-03,23,2092
2022-04-04,0,1793
2022-04-04,1,706
2022-04-04,2,456
2022-04-04,3,265
2022-04-04,4,395
2022-04-04,5,810
2022-04-04,6,2003
2022-04-04,7,3865
2022-04-04,8,5097
2022-04-04,9,5511
2022-04-04,10,5540
2022-04-04,11,5856
2022-04-04,12,6391
2022-04-04,13,6282
2022-04-04,14,6887
2022-04-04,15,7008
2022-04-04,16,6920
2022-04-04,17,7877
2022-04-04,18,8157
2022-04-04,19,6746
2022-04-04,20,6364
2022-04-04,21,5454
2022-04-04,22,4553
2022-04-04,23,2410
2022-04-05,0,1752
2022-04-05,1,828
2022-04-05,2,368
2022-04-05,3,241
2022-04-05,4,251
2022-04-05,5,696
2022-04-05,6,2104
2022-04-05,7,4337
2022-04-05,8,5753
2022-04-05,9,6078
2022-04-05,10,6162
2022-04-05,11,6442
2022-04-05,12,6859
2022-04-05,13,7023
2022-04-05,14,7725
2022-04-05,15,7810
2022-04-05,16,7611
2022-04-05,17,8797
2022-04-05,18,9221
2022-04-05,19,7396
2022-04-05,20,7117
2022-04-05,21,6365
2022-04-05,22,5731
2022-04-05,23,3071
2022-04-06,0,1984
2022-04-06,1,884
2022-04-06,2,434
2022-04-06,3,222
2022-04-06,4,308
2022-04-06,5,723
2022-04-06,6,2292
2022-04-06,7,4601
2022-04-06,8,5940
2022-04-06,9,6141
2022-04-06,10,6269
2022-04-06,11,6300
2022-04-06,12,6660
2022-04-06,13,6997
2022-04-06,14,7501
2022-04-06,15,7763
2022-04-06,16,7664
2022-04-06,17,8808
2022-04-06,18,9410
2022-04-06,19,7564
2022-04-06,20,7261
2022-04-06,21,6675
2022-04-06,22,6038
2022-04-06,23,3582
2022-04-07,0,2486
2022-04-07,1,1264
2022-04-07,2,609
2022-04-07,3,339
2022-04-07,4,384
2022-04-07,5,705
2022-04-07,6,2094
2022-04-07,7,4379
2022-04-07,8,5575
2022-04-07,9,6069
2022-04-07,10,6195
2022-04-07,11,6840
2022-04-07,12,7948
2022-04-07,13,7343
2022-04-07,14,7695
2022-04-07,15,8085
2022-04-07,16,7846
2022-04-07,17,8460
2022-04-07,18,8996
2022-04-07,19,7572
2022-04-07,20,7447
2022-04-07,21,6894
2022-04-07,22,6312
2022-04-07,23,3955
2022-04-08,0,3125
2022-04-08,1,2099
2022-04-08,2,1264
2022-04-08,3,710
2022-04-08,4,583
2022-04-08,5,810
2022-04-08,6,1972
2022-04-08,7,3792
2022-04-08,8,5022
2022-04-08,9,5619
2022-04-08,10,5966
2022-04-08,11,6415
2022-04-08,12,6740
2022-04-08,13,6567
2022-04-08,14,7275
2022-04-08,15,7266
2022-04-08,16,7028
2022-04-08,17,8295
2022-04-08,18,9285
2022-04-08,19,8690
2022-04-08,20,7863
2022-04-08,21,7009
2022-04-08,22,7373
2022-04-08,23,5204
2022-04-09,0,5450
2022-04-09,1,4484
2022-04-09,2,3363
2022-04-09,3,2038
2022-04-09,4,1133
2022-04-09,5,646
2022-04-09,6,963
2022-04-09,7,1566
2022-04-09,8,2566
2022-04-09,9,4117
2022-04-09,10,5805
2022-04-09,11,6502
2022-04-09,12,7235
2022-04-09,13,7273
2022-04-09,14,7222
2022-04-09,15,7103
2022-04-09,16,7369
2022-04-09,17,8418
2022-04-09,18,8586
2022-04-09,19,7404
2022-04-09,20,7738
